epoch,train_loss,val_loss
1,125.51698909091789,139.83304920352273
2,113.0754117596545,136.95545220123174
3,94.54055992934256,133.1313630210064
4,86.78272963358022,131.6757617322073
5,86.23743422558752,130.7939541925412
6,83.70686723192128,130.8472773489009
7,83.64354187470725,134.04260205985744
8,81.11069115197608,129.97912726010546
9,82.1091946344128,130.89610873865814
10,79.90165505539865,129.19843070283372
11,79.39328438516233,129.21059485621262
12,81.2424704526696,128.1805899028082
13,79.02667553046673,128.36372264349706
14,77.41175199797709,127.71038271818652
15,81.21377715139867,127.59083899993973
16,79.67347907842561,127.48035370414009
17,80.06198759473746,127.01547899570411
18,80.56455513349817,127.08298654812928
19,79.83215522096815,127.66236675861894
20,80.11620288142997,126.64797853412797
21,83.25619060551338,126.33467691695962
22,76.79555340277825,126.68311785277754
23,78.27265876456795,126.02665349539667
24,76.72531774618561,126.17268735187646
25,77.52455542271228,126.5493056839932
26,77.93210902662294,125.89317193826702
27,77.36486625344742,125.92811164313248
28,77.08642076071793,126.34836569961519
29,78.14824716973388,126.41905616671418
30,74.89023712654915,126.23837315092642
31,79.23118339070099,126.80388788238523
32,76.04723368008659,126.56878736766453
33,75.83709266341845,125.50749664905766
34,75.34960318847598,125.75706342433496
35,75.92990126676051,125.40552869700448
36,75.24881004017716,125.19368159963655
37,75.80071652423416,126.03062847600224
38,78.0965855935262,126.15377026757207
39,74.69811413336738,125.06925825572893
40,73.23690002865568,125.20914135715044
41,76.33153516349334,125.53273078230019
42,73.38283151552811,125.3570333470982
43,77.08963802834018,125.87880622013233
44,75.7783710310368,124.94843498108249
45,75.04049859125787,124.68815428147096
46,75.89724343169685,125.32731687762383
47,76.30724223009446,124.78347996088132
48,76.3190445829968,125.87849658229632
49,76.31758123616108,124.00466804638681
50,75.19593576276093,125.01488231266563
51,74.27173858857026,125.03690539870018
52,74.96728521172177,125.23871466600583
53,79.93337485714552,124.06955200864203
54,75.74204958857602,123.70448484415611
55,72.84039641420706,125.09780493426216
56,75.0672067273595,124.59038686830985
57,73.70153418722363,124.7520068649768
58,72.28760409720468,125.07962411170283
59,76.16752713488452,124.70534630466194
60,73.13816843777497,124.52796942404639
61,72.6019636996129,125.49726182572584
62,72.69353907961961,123.54058054072362
63,69.91350799335267,124.39255899188717
64,73.79036017737434,124.01007352618252
65,78.91209233790245,124.86137018596266
66,73.59323926727629,124.5123486081832
67,78.44031239286346,123.41033305334382
68,72.5029098021064,123.92899440220447
69,74.39988706734628,123.38717471422146
70,74.39301947159888,123.83818947720222
71,73.89043260061926,123.09790193008355
72,70.67087413825718,123.4757150178511
73,68.71158855308306,121.97992028147553
74,73.08915230283874,122.20312796527396
75,75.55459398649059,122.39646431035825
76,75.95472668412881,122.92297260057646
77,73.61700252177158,122.92527776025094
78,73.14410044687288,122.62562743473642
79,76.05133653326398,122.80981065355685
80,72.16483282853528,121.30430995093805
81,73.41948674897083,122.12254510584563
82,72.65735288543563,121.52771572032147
83,73.68095908197081,120.86273952731091
84,73.44018577510593,120.96992203249691
85,73.74985973261745,121.32661894939876
86,72.89806728011357,122.10591115504975
87,72.49189336743797,121.68126836620038
88,71.4463587024373,121.99180247622755
89,72.92808775903838,121.31858166748833
90,73.43645323093732,121.65928509242136
91,74.15616269528711,120.67345116939808
92,73.84079433028548,121.2940557833692
93,75.33899827851599,122.12646576920821
94,75.19741703730028,120.9961650615731
95,71.80216177081572,121.14062983872513
96,73.27286523643862,120.82453731978819
97,73.54310482570565,121.10513622239915
98,69.98411554014126,120.78242300014817
99,72.08843589972469,121.24167686806304
100,74.99936400996332,119.62613412925073
101,76.04279641045294,119.36396434941584
102,69.28055102873105,121.87138218240844
103,71.1293318195681,119.96191084003115
104,69.88479210741924,118.22397726481208
105,69.87397132357204,118.89594046098951
106,74.3403152257716,120.54413488181784
107,74.18864516266892,121.2289666273816
108,73.43847537173548,121.06434517734708
109,72.70827128683406,120.70513745860008
110,71.65815113417877,118.54417231135757
111,65.50045608103993,119.6188301334896
112,75.49287108465145,117.49983976933385
113,71.93367998670767,120.72930024070276
114,68.35284282766396,118.55829529627187
115,72.23435007938892,119.61444431122015
116,76.26787843125356,118.35397354972856
117,70.58968897116023,118.03526435626226
118,69.78516650849774,118.7390403298135
119,70.8671385499008,118.66380794879059
120,70.52482268226296,119.94718214560103
121,71.98380254106975,118.92206713734934
122,73.25875825842532,118.94437685031093
123,70.62587365070374,116.96714553540596
124,72.01037657304238,117.4673986835413
125,66.48873280543907,118.80320267214852
126,71.83779873284251,114.62323871030746
127,71.73764260047086,118.09672062569828
128,72.10399220162552,115.20797452138794
129,69.41670211288196,117.48156331376501
130,69.76391955285614,116.18987403865496
131,72.66793168680621,116.73012237236551
132,68.78284755563594,116.27284467861148
133,71.7473201745561,115.99763673353823
134,72.46483604374339,117.33858685983735
135,73.81708684834955,118.36639017781066
136,72.06975573842757,116.8962555069066
137,70.3804158893814,115.48712582632295
138,66.52956324388327,117.05735610571132
139,66.65415688439639,117.82952127834098
140,73.26563233592654,116.63404597792699
141,72.35585792349842,114.10046445798962
142,68.04512467074213,115.7099712988552
143,67.09857783270817,113.19881784163044
144,64.49619945952874,114.22194326630316
145,69.30368971365674,113.94721497582745
146,67.54082902946865,114.79707256104028
147,64.41804928881785,115.92055399112355
148,71.12570873905392,114.75397093493508
149,70.92200884900947,114.24751924369518
150,68.9236711518416,115.30498815434632
151,67.02002094539175,114.61038894969569
152,68.59140329805459,115.24898752900407
153,69.04766200810118,111.88091851315326
154,69.90373876159109,111.55056786698076
155,67.45458450585613,112.11836589872986
156,65.33261827266772,112.70068167528099
157,66.16350639052824,112.282938628919
158,67.0412914913643,114.31299792065896
159,71.31810710739845,113.83405412103987
160,66.68665510728073,110.510853866358
161,66.76433728408581,118.23244325605319
162,68.92228966113257,115.60691649036157
163,68.85733046488676,110.44534239177405
164,70.98093973089658,113.5538240756418
165,71.2347578798423,113.68268252498923
166,68.17013892578633,111.9741176591796
167,68.11129066841343,114.8855762188404
168,70.794822951401,113.17294418950455
169,69.55345440745214,111.94729761164737
170,72.11704122693271,113.64670213533032
171,68.9676259073463,112.97758749772898
172,69.45015931610908,114.03866638692294
173,70.33970228407084,114.60699340283642
174,67.88387258341068,112.68541947703544
175,71.6499444115915,107.47501537969481
176,66.00458684242548,108.50985015213361
177,68.63699504462535,112.10599333599117
178,73.61541331434783,115.25552876374262
179,66.6767994479395,111.18666102558826
180,70.07203644095048,108.28824159192395
181,67.01955960599638,110.26218445951433
182,69.78717813780489,112.08638571923701
183,69.14921944176045,112.09958827613572
184,66.31879471435842,109.60002914058667
185,69.09827566312728,110.0329707799723
186,67.07535309863944,114.71774380612305
187,65.78000020862643,110.97330435824144
188,67.29487258097313,112.31003051648794
189,68.53595102226153,110.38464719143495
190,65.66477089260061,111.36615494872467
191,68.93485210154405,112.21852142292745
192,68.65839916512329,115.95806418092941
193,70.63632243012457,108.03019469235663
194,64.47811397765167,107.0520940945121
195,70.23907442606792,111.20505853186367
196,61.295731432093284,109.80379477781248
197,68.55518996975772,110.32314868132644
198,65.28901846764697,110.1037152590344
199,67.2809143816498,108.29447955021242
200,60.79903950351464,106.3028056077571
